"","chunk_vid_id","chunk_vid_duration","chunk_vid_dimention","chunk_vid_definition","chunk_vid_caption","chunk_vid_licensedContent","chunk_vid_projection"
"1754","kNx3YboB4dQ","PT15M18S","2d","hd",FALSE,FALSE,"rectangular"
"1755","k7yYOUOndsc","PT20M51S","2d","hd",FALSE,TRUE,"rectangular"
"1756","sxxJug2Ob_A","PT4M38S","2d","hd",TRUE,TRUE,"rectangular"
"1757","SgZaChCNRPY","PT10M8S","2d","hd",TRUE,TRUE,"rectangular"
"1758","3SlG3sE8Ytg","PT9M8S","2d","hd",TRUE,TRUE,"rectangular"
"1759","oyh5eRu1oBU","PT39M56S","2d","hd",TRUE,TRUE,"rectangular"
"1760","2azf_w6FW5g","PT35M17S","2d","hd",TRUE,TRUE,"rectangular"
"1761","DgOUdtUlL24","PT11M4S","2d","hd",FALSE,TRUE,"rectangular"
"1762","0dAwMQ3PkYM","PT10M6S","2d","hd",FALSE,TRUE,"rectangular"
"1763","fvEwHI4iRjs","PT23M10S","2d","hd",FALSE,TRUE,"rectangular"
"1764","A_dJkg0kHbM","PT10M28S","2d","hd",FALSE,TRUE,"rectangular"
"1765","o1j-U-lSeRI","PT5M24S","2d","hd",FALSE,FALSE,"rectangular"
"1766","Ix4oIMKsJos","PT33M9S","2d","hd",FALSE,TRUE,"rectangular"
"1767","9Rl8U6v6__4","PT31S","2d","hd",FALSE,FALSE,"rectangular"
"1768","fMlCOSRdaeg","PT1H33M23S","2d","hd",FALSE,TRUE,"rectangular"
"1769","L54yDEcL2vI","PT33M20S","2d","hd",FALSE,TRUE,"rectangular"
"1770","Gog3HEXrQzE","PT10M23S","2d","hd",TRUE,TRUE,"rectangular"
"1771","KMaWSinw4MI","PT1H2M42S","2d","hd",FALSE,TRUE,"rectangular"
"1772","LekwzufpphA","PT14M52S","2d","hd",TRUE,TRUE,"rectangular"
"1773","M6ahKUrCNNM","PT5M57S","2d","hd",TRUE,TRUE,"rectangular"
"1774","D3fy3BJN4uI","PT9M53S","2d","hd",FALSE,TRUE,"rectangular"
"1775","#NAME?","PT3M21S","2d","hd",TRUE,TRUE,"rectangular"
"1776","3o_s7qNvt2U","PT36M35S","2d","hd",TRUE,TRUE,"rectangular"
"1777","zcPf200QE0I","PT12M45S","2d","hd",TRUE,TRUE,"rectangular"
"1778","eEDLBCoByAI","PT2M23S","2d","hd",TRUE,FALSE,"rectangular"
"1779","tTjMJpkYYRg","PT12M3S","2d","hd",FALSE,TRUE,"rectangular"
"1780","Jm9FAWx8bGQ","PT2M11S","2d","hd",FALSE,TRUE,"rectangular"
"1781","mnx27SXcWDs","PT42M13S","2d","hd",FALSE,TRUE,"rectangular"
"1782","gpIBmED4oss","PT3M56S","2d","hd",FALSE,TRUE,"rectangular"
"1783","m6IHXILXUGE","PT7M35S","2d","hd",FALSE,TRUE,"rectangular"
"1784","yRlVTYJjTSI","PT56M25S","2d","hd",FALSE,FALSE,"rectangular"
"1785","qCVDqzcdw-s","PT22S","2d","hd",FALSE,FALSE,"rectangular"
"1786","vpFUvfAvKs4","PT53M8S","2d","hd",FALSE,TRUE,"rectangular"
"1787","aTXbm6OGC98","PT4M55S","2d","hd",FALSE,TRUE,"rectangular"
"1788","DmIgal22zGo","PT3M5S","2d","hd",FALSE,TRUE,"rectangular"
"1789","WH9QKAZuOSU","PT18M30S","2d","hd",FALSE,TRUE,"rectangular"
"1790","8OlpHKeOy_M","PT1H27M34S","2d","hd",FALSE,TRUE,"rectangular"
"1791","vFS2aH90_fc","PT4M37S","2d","hd",FALSE,TRUE,"rectangular"
"1792","iOIwZSXF1Ec","PT8M44S","2d","hd",TRUE,TRUE,"rectangular"
"1793","zrlCZpSsFD4","PT7M18S","2d","hd",FALSE,TRUE,"rectangular"
"1794","GcbsIv3QdFs","PT5M23S","2d","hd",FALSE,TRUE,"rectangular"
"1795","exx1lUDR30U","PT13M29S","2d","hd",FALSE,TRUE,"rectangular"
"1796","_9YMpuLDnwo","PT18M23S","2d","hd",FALSE,TRUE,"rectangular"
"1797","rrkW65P-5sc","PT1M45S","2d","sd",FALSE,FALSE,"rectangular"
"1798","ncsIeL_A_3g","PT9M32S","2d","hd",TRUE,TRUE,"rectangular"
"1799","55fmNwCgf1M","PT11S","2d","hd",FALSE,TRUE,"rectangular"
"1800","_h0KKbS-yyk","PT39M10S","2d","hd",FALSE,TRUE,"rectangular"
"1801","ycgmHtdrE_Q","PT10M3S","2d","sd",FALSE,FALSE,"rectangular"
"1802","UEGo_DJHkeI","PT10M3S","2d","hd",FALSE,TRUE,"rectangular"
"1803","JbFNkF5mscM","PT5M42S","2d","hd",FALSE,TRUE,"rectangular"
"1804","WZGpcuXCKzs","PT14M41S","2d","hd",TRUE,TRUE,"rectangular"
"1805","Lf2mkD0G1iQ","PT4M59S","2d","hd",FALSE,TRUE,"rectangular"
"1806","Z2Y8jGrkrDc","PT21S","2d","hd",TRUE,TRUE,"rectangular"
"1807","7imC7z1OPys","PT11M44S","2d","hd",TRUE,TRUE,"rectangular"
"1808","j5QahFFHv0I","PT2M13S","2d","hd",FALSE,TRUE,"rectangular"
"1809","oFBuCp19L7M","PT6M12S","2d","hd",TRUE,TRUE,"rectangular"
"1810","igt2Brxm6og","PT10M15S","2d","hd",TRUE,TRUE,"rectangular"
"1811","yT3bJqoJplo","PT7M50S","2d","hd",FALSE,TRUE,"rectangular"
"1812","DQQN_79QrDY","PT10M3S","2d","hd",TRUE,TRUE,"rectangular"
"1813","TsVpk00atGc","PT11M50S","2d","hd",TRUE,TRUE,"rectangular"
"1814","yp9lnxKRkD0","PT14M17S","2d","hd",FALSE,TRUE,"rectangular"
"1815","e77J4g0LMOk","PT6M30S","2d","hd",FALSE,TRUE,"rectangular"
"1816","V3IPtgF2bek","PT12M20S","2d","hd",FALSE,TRUE,"rectangular"
"1817","CJHHiot9yBY","PT14M22S","2d","hd",FALSE,TRUE,"rectangular"
"1818","sycEJ2N09VY","PT4M18S","2d","hd",FALSE,TRUE,"rectangular"
"1819","AQnPujLx2Os","PT23M10S","2d","hd",FALSE,TRUE,"rectangular"
"1820","c6GMhmEp2Ws","PT18M20S","2d","hd",TRUE,TRUE,"rectangular"
"1821","spuXN0ccRQ8","PT11M2S","2d","hd",TRUE,TRUE,"rectangular"
"1822","Mqaobr6w6_I","PT11M5S","2d","hd",TRUE,TRUE,"rectangular"
"1823","Liz-ykdGF-g","PT27M36S","2d","sd",FALSE,TRUE,"rectangular"
"1824","3tU8ad5Sosk","PT2M45S","2d","hd",TRUE,TRUE,"rectangular"
"1825","fPCbxdAuMGc","PT9M6S","2d","hd",FALSE,FALSE,"rectangular"
"1826","301yDF2fIf4","PT8M25S","2d","hd",FALSE,TRUE,"rectangular"
"1827","Etg_LotCV0c","PT13M12S","2d","hd",FALSE,TRUE,"rectangular"
"1828","xejjA2AFO5I","PT45S","2d","hd",FALSE,TRUE,"rectangular"
"1829","Ldin8eQDGFM","PT9M41S","2d","hd",FALSE,FALSE,"rectangular"
"1830","fRc10tCB3Do","PT30M57S","2d","hd",FALSE,TRUE,"rectangular"
"1831","sW5HaEsnuMI","PT11M43S","2d","hd",FALSE,TRUE,"rectangular"
"1832","qvamS7wlwFM","PT26M57S","2d","hd",FALSE,TRUE,"rectangular"
"1833","pyK5BcQatIU","PT9M5S","2d","hd",FALSE,TRUE,"rectangular"
"1834","HV9XRuwDdZ0","PT41S","2d","hd",FALSE,FALSE,"rectangular"
"1835","D_f-sp8MHks","PT10M10S","2d","hd",FALSE,TRUE,"rectangular"
"1836","vOn9grCVO7c","PT9M4S","2d","hd",TRUE,TRUE,"rectangular"
"1837","HgNvzYcHq-0","PT17M34S","2d","hd",FALSE,TRUE,"rectangular"
"1838","JZaC0VMrSsc","PT14M56S","2d","hd",FALSE,TRUE,"rectangular"
"1839","3xkveC4ljD8","PT25M","2d","hd",FALSE,TRUE,"rectangular"
"1840","N2UPaPrYVLI","PT2M38S","2d","hd",FALSE,TRUE,"rectangular"
"1841","B2hQln7iyQE","PT10M","2d","hd",FALSE,TRUE,"rectangular"
"1842","hEBWvNvHm3s","PT1H20M32S","2d","hd",TRUE,TRUE,"rectangular"
"1843","PGrvA97SzKY","PT7M37S","2d","hd",FALSE,FALSE,"rectangular"
"1844","sR44xCRfvfY","PT33M6S","2d","hd",FALSE,TRUE,"rectangular"
"1845","266EI7hdjFs","PT16S","2d","hd",FALSE,TRUE,"rectangular"
"1846","#NAME?","PT11M41S","2d","hd",TRUE,TRUE,"rectangular"
"1847","Y9v-aOWd460","PT11M34S","2d","hd",FALSE,TRUE,"rectangular"
"1848","CgjAN_wgmiI","PT50S","2d","hd",FALSE,FALSE,"rectangular"
"1849","AvaJmJiZR0E","PT44M11S","2d","hd",FALSE,TRUE,"rectangular"
"1850","xl3HhY2BTuU","PT8M23S","2d","hd",FALSE,TRUE,"rectangular"
"1851","c3P1zSRa6SU","PT8M5S","2d","hd",TRUE,TRUE,"rectangular"
"1852","7qDHiSsjbuA","PT45M","2d","hd",TRUE,TRUE,"rectangular"
"1853","qM7Eob4YFDQ","PT1M3S","2d","hd",TRUE,TRUE,"rectangular"
"1854","KSeTSV1NYxc","PT1H1M28S","2d","hd",TRUE,TRUE,"rectangular"
"1855","5dmJWb8VHJo","PT6M16S","2d","hd",TRUE,TRUE,"rectangular"
"1856","kyWtBaNNa6o","PT9M49S","2d","hd",FALSE,TRUE,"rectangular"
"1857","c3BTGJgd8Wo","PT39M50S","2d","hd",FALSE,TRUE,"rectangular"
"1858","dsNNfiA6qjs","PT19M13S","2d","hd",FALSE,TRUE,"rectangular"
"1859","CofZ7xjGyI8","PT7M8S","2d","hd",FALSE,FALSE,"rectangular"
"1860","X6iJ0hPpGec","PT8M22S","2d","hd",TRUE,TRUE,"rectangular"
"1861","bYpItS1jS3Y","PT3M46S","2d","hd",FALSE,TRUE,"rectangular"
"1862","SxAp27sFaIM","PT4M47S","2d","hd",FALSE,TRUE,"rectangular"
"1863","UQfLhQTa3l4","PT21M45S","2d","hd",FALSE,TRUE,"rectangular"
"1864","ISrMcDv9_xg","PT13M6S","2d","hd",FALSE,TRUE,"rectangular"
"1865","p1HL6WdcF_U","PT1M26S","2d","hd",TRUE,TRUE,"rectangular"
"1866","QQP2sAWgGAg","PT4M52S","2d","hd",FALSE,TRUE,"rectangular"
"1867","OhCXDC3lYsI","PT22S","2d","hd",FALSE,FALSE,"rectangular"
"1868","s5ssH692b2I","PT22M7S","2d","hd",FALSE,TRUE,"rectangular"
"1869","vFObuGNsL_4","PT35M38S","2d","hd",FALSE,TRUE,"rectangular"
"1870","4DAReGP9qWg","PT23M37S","2d","hd",TRUE,TRUE,"rectangular"
"1871","-4lgt0xQgYA","PT2H12M58S","2d","hd",TRUE,FALSE,"rectangular"
"1872","rA6DB6CBwW0","PT6M48S","2d","hd",FALSE,TRUE,"rectangular"
"1873","udHn6yjfei0","PT21M56S","2d","hd",FALSE,TRUE,"rectangular"
"1874","Tf8IJQzOD2U","PT13M4S","2d","hd",TRUE,TRUE,"rectangular"
"1875","JR4oPuV3CWg","PT3M31S","2d","hd",TRUE,TRUE,"rectangular"
"1876","sjN-NGsRg9g","PT3M7S","2d","hd",FALSE,TRUE,"rectangular"
"1877","INotkJxL_Bs","PT48S","2d","hd",TRUE,TRUE,"rectangular"
"1878","L0PN5vXukHE","PT2M36S","2d","hd",TRUE,TRUE,"rectangular"
"1879","Ni5NWjOxXp0","PT58S","2d","hd",TRUE,FALSE,"rectangular"
"1880","NGHjY_ppWuw","PT11M20S","2d","hd",TRUE,TRUE,"rectangular"
"1881","50vihZrOsN0","PT2H2M13S","2d","sd",FALSE,TRUE,"rectangular"
"1882","qTm6Nc7U5xA","PT20M58S","2d","hd",FALSE,TRUE,"rectangular"
"1883","BOZngVYS04s","PT4M1S","2d","hd",FALSE,TRUE,"rectangular"
"1884","FryTblnP_WI","PT2M29S","2d","hd",TRUE,TRUE,"rectangular"
"1885","iDw88ijgdOo","PT15M4S","2d","hd",FALSE,TRUE,"rectangular"
"1886","6Wq9pPcuGck","PT3M17S","2d","hd",TRUE,TRUE,"rectangular"
"1887","hkl7dke6UQk","PT8M34S","2d","hd",FALSE,TRUE,"rectangular"
"1888","sKmd9T8wNWY","PT10M","2d","hd",FALSE,TRUE,"rectangular"
"1889","t7FwkJWM3mw","PT8M19S","2d","hd",FALSE,TRUE,"rectangular"
"1890","bCi6TzRoAHc","PT16S","2d","hd",FALSE,TRUE,"rectangular"
"1891","kOOEVkWvKBU","PT21M33S","2d","hd",FALSE,TRUE,"rectangular"
"1892","Radg-Kn0jLs","PT13M12S","2d","hd",TRUE,TRUE,"rectangular"
"1893","UQniNh_6LOY","PT17M35S","2d","hd",TRUE,TRUE,"rectangular"
"1894","2rq-jb8nJdo","PT1H19M56S","2d","hd",TRUE,TRUE,"rectangular"
"1895","qyR9P9QIk2k","PT33M53S","2d","hd",FALSE,TRUE,"rectangular"
"1896","a-4_6bThk2E","PT8M45S","2d","hd",TRUE,TRUE,"rectangular"
"1897","8ZivfJUezjA","PT17M9S","2d","hd",FALSE,TRUE,"rectangular"
"1898","2KCGk5zVNWQ","PT16M7S","2d","hd",FALSE,TRUE,"rectangular"
"1899","poqbqD9H3DU","PT8M18S","2d","hd",FALSE,TRUE,"rectangular"
"1900","k9PdgjmQcKI","PT23M24S","2d","hd",FALSE,TRUE,"rectangular"
"1901","PxMVJjHaP9I","PT1H21M40S","2d","hd",FALSE,TRUE,"rectangular"
"1902","FonKlmYXUPo","PT12M45S","2d","hd",FALSE,TRUE,"rectangular"
"1903","uwjk8NMU8RU","PT31S","2d","hd",TRUE,FALSE,"rectangular"
"1904","KmaaVzsgQYQ","PT6M48S","2d","hd",FALSE,TRUE,"rectangular"
"1905","FL5QWGe3ZFA","PT18M28S","2d","hd",FALSE,TRUE,"rectangular"
"1906","WTxKt1peI1I","PT24M48S","2d","hd",FALSE,TRUE,"rectangular"
"1907","ZQytmS1I1SE","PT16M28S","2d","hd",FALSE,TRUE,"rectangular"
"1908","fr4ZG7h5IRg","PT1M1S","2d","hd",FALSE,TRUE,"rectangular"
"1909","sm9u0_9ejO0","PT9M43S","2d","hd",TRUE,FALSE,"rectangular"
"1910","4DK_LbuhXLA","PT12M42S","2d","hd",FALSE,TRUE,"rectangular"
"1911","a8RdCdMItyI","PT10M20S","2d","hd",FALSE,TRUE,"rectangular"
"1912","pRop_zhTiYs","PT18M3S","2d","hd",FALSE,TRUE,"rectangular"
"1913","yFIZd03O_XQ","PT16M29S","2d","hd",FALSE,TRUE,"rectangular"
"1914","DIq0aaKyAMQ","PT5M13S","2d","hd",TRUE,TRUE,"rectangular"
"1915","jFKV4SzD1i4","PT2M24S","2d","hd",FALSE,TRUE,"rectangular"
"1916","aRPIBpQ5cFs","PT10M2S","2d","hd",TRUE,TRUE,"rectangular"
"1917","ntNd77RIRLk","PT2H55M46S","2d","hd",FALSE,TRUE,"rectangular"
"1918","pTIvJMZ2sYY","PT6M51S","2d","hd",TRUE,TRUE,"rectangular"
"1919","VsbeZTNStis","PT1M6S","2d","hd",FALSE,TRUE,"rectangular"
"1920","us5V82WsJ4A","PT1M43S","2d","hd",FALSE,TRUE,"rectangular"
"1921","LYXVJyYDBYw","PT11M31S","2d","hd",FALSE,TRUE,"rectangular"
"1922","#NAME?","PT10M37S","2d","hd",FALSE,TRUE,"rectangular"
"1923","QJb9-ri3cLs","PT16M35S","2d","hd",TRUE,TRUE,"rectangular"
"1924","l0ewJLn-QFo","PT2H4M21S","2d","hd",FALSE,TRUE,"rectangular"
"1925","pKkZjjhPCQM","PT12M7S","2d","hd",FALSE,TRUE,"rectangular"
"1926","Zh4c5IrllBg","PT11M54S","2d","hd",TRUE,TRUE,"rectangular"
"1927","czhSzmxN3WU","PT7M43S","2d","hd",TRUE,TRUE,"rectangular"
"1928","7icFIMa3Qk8","PT10M41S","2d","hd",TRUE,TRUE,"rectangular"
"1929","bZNuh0xxKis","PT6M15S","2d","hd",FALSE,TRUE,"rectangular"
"1930","KjICBHj1EzM","PT9M43S","2d","hd",FALSE,TRUE,"rectangular"
"1931","O-H_Ybmtu_U","PT4M33S","2d","hd",TRUE,TRUE,"rectangular"
"1932","dDAlGl_8f9U","PT4M19S","2d","hd",TRUE,TRUE,"rectangular"
"1933","D7e5rJC1Nlk","PT41M6S","2d","hd",FALSE,TRUE,"rectangular"
"1934","a_iMlwkzwow","PT6M46S","2d","hd",TRUE,TRUE,"rectangular"
"1935","dbSutik_x90","PT6M33S","2d","hd",FALSE,TRUE,"rectangular"
"1936","PYQ5PwVXErI","PT1M1S","2d","hd",FALSE,FALSE,"rectangular"
"1937","_b15m0x-Qis","PT45M","2d","hd",TRUE,TRUE,"rectangular"
"1938","ZLKgwbKRr1c","PT5M52S","2d","hd",TRUE,TRUE,"rectangular"
"1939","mGkwgpEQNZA","PT4M49S","2d","hd",FALSE,TRUE,"rectangular"
"1940","c4eJVbLfh4w","PT4M17S","2d","hd",FALSE,TRUE,"rectangular"
"1941","z1FfOwjlqxU","PT5M3S","2d","hd",FALSE,TRUE,"rectangular"
"1942","9JBppEU1B-0","PT13M4S","2d","hd",FALSE,TRUE,"rectangular"
"1943","Sw_K24hbRjU","PT8M38S","2d","hd",TRUE,TRUE,"rectangular"
"1944","uUxNjBoHxBw","PT42M34S","2d","hd",FALSE,TRUE,"rectangular"
"1945","kQvRWXuMd5M","PT21S","2d","hd",TRUE,FALSE,"rectangular"
"1946","GzidfhCfosw","PT10M44S","2d","hd",TRUE,TRUE,"rectangular"
"1947","LvYbhJ6pryA","PT2M36S","2d","hd",FALSE,FALSE,"rectangular"
"1948","yWwPxWcsVHM","PT8M50S","2d","hd",TRUE,TRUE,"rectangular"
"1949","DEM8ngzmQzo","PT3M38S","2d","hd",TRUE,TRUE,"rectangular"
"1950","Rjv1NlMiUyI","PT3M40S","2d","hd",TRUE,TRUE,"rectangular"
"1951","g-F_9geAl0o","PT5M5S","2d","hd",FALSE,TRUE,"rectangular"
"1952","qgTtyfgzGc0","PT45S","2d","hd",FALSE,TRUE,"rectangular"
"1953","ufg-vo-TDiA","PT58S","2d","hd",TRUE,TRUE,"rectangular"
"1954","bZ0GCqLIZAc","PT5M10S","2d","hd",TRUE,TRUE,"rectangular"
"1955","BTG4h-5bBzM","PT2M37S","2d","hd",FALSE,FALSE,"rectangular"
"1956","7ubOigMct5I","PT4M41S","2d","hd",TRUE,TRUE,"rectangular"
"1957","f3KjIQCKmM4","PT26M21S","2d","hd",FALSE,TRUE,"rectangular"
"1958","6hhNXHojemc","PT3M57S","2d","hd",TRUE,TRUE,"rectangular"
"1959","yB4ogLIYBsE","PT1M49S","2d","hd",FALSE,FALSE,"rectangular"
"1960","YbFCADgXXK8","PT23M15S","2d","hd",FALSE,TRUE,"rectangular"
"1961","AtbyHpFeVDI","PT7M11S","2d","hd",TRUE,TRUE,"rectangular"
"1962","Op4i0O380Jo","PT3M16S","2d","hd",TRUE,TRUE,"rectangular"
"1963","uPimPuPEWzk","PT10M56S","2d","hd",TRUE,TRUE,"rectangular"
"1964","1FCUwGm804M","PT20M32S","2d","hd",FALSE,TRUE,"rectangular"
"1965","v9ObsREADw4","PT6M3S","2d","hd",TRUE,TRUE,"rectangular"
"1966","kPRWgbLhOsc","PT9M42S","2d","hd",FALSE,FALSE,"rectangular"
"1967","TekLn0qk4ig","PT22M54S","2d","hd",FALSE,TRUE,"rectangular"
"1968","0TktsXRnAkA","PT9M51S","2d","hd",FALSE,TRUE,"rectangular"
"1969","q8DVS4HoOD8","PT10M2S","2d","hd",FALSE,TRUE,"rectangular"
"1970","QM6d3ADqYgA","PT1H59M22S","2d","sd",FALSE,TRUE,"rectangular"
"1971","LmxyIswRN8E","PT34M2S","2d","hd",FALSE,TRUE,"rectangular"
"1972","ftlsZDqmZGo","PT6M4S","2d","hd",FALSE,TRUE,"rectangular"
"1973","zDprDKIrjvE","PT6M45S","2d","hd",FALSE,FALSE,"rectangular"
"1974","efWFb8arD_4","PT12M24S","2d","hd",FALSE,TRUE,"rectangular"
"1975","OKmQrsDHpH4","PT8M41S","2d","hd",FALSE,TRUE,"rectangular"
"1976","kTl-s4qRMqU","PT20S","2d","hd",FALSE,FALSE,"rectangular"
"1977","8ZEDedgZX_c","PT2M57S","2d","hd",FALSE,FALSE,"rectangular"
"1978","7B4OimNifls","PT17M41S","2d","hd",FALSE,TRUE,"rectangular"
"1979","v_CMMWCN5nQ","PT7M6S","2d","hd",TRUE,TRUE,"rectangular"
"1980","ASSpThqyt9s","PT10M36S","2d","hd",FALSE,TRUE,"rectangular"
"1981","KVJLID7awYM","PT4M58S","2d","hd",FALSE,TRUE,"rectangular"
"1982","p1sxc3V0lzQ","PT55M37S","2d","hd",FALSE,TRUE,"rectangular"
"1983","r4DD6ZrZ3_4","PT10M44S","2d","hd",FALSE,TRUE,"rectangular"
"1984","k8RSetlPF04","PT17M27S","2d","hd",FALSE,TRUE,"rectangular"
"1985","iAxYEkEkCqo","PT5M41S","2d","hd",FALSE,TRUE,"rectangular"
"1986","u2Ba65YELoo","PT5M43S","2d","hd",TRUE,FALSE,"rectangular"
"1987","nACoGA3CX9o","PT6M8S","2d","hd",TRUE,TRUE,"rectangular"
"1988","M5zO1XSmOg4","PT22M48S","2d","hd",FALSE,TRUE,"rectangular"
"1989","7Nv1KoqM6vc","PT3M51S","2d","hd",FALSE,TRUE,"rectangular"
"1990","YlkENUwsItw","PT47M22S","2d","hd",TRUE,TRUE,"rectangular"
"1991","qxo9OzKb-iw","PT18M50S","2d","hd",FALSE,TRUE,"rectangular"
"1992","gL_7eIrLaGQ","PT11M26S","2d","hd",FALSE,FALSE,"rectangular"
"1993","Xm8P0mOC8Do","PT55M18S","2d","hd",FALSE,TRUE,"rectangular"
"1994","HsyU5uXla70","PT6M3S","2d","hd",TRUE,TRUE,"rectangular"
"1995","jSYgh4z1-dg","PT38M29S","2d","hd",TRUE,TRUE,"rectangular"
"1996","b9i0tWSuSac","PT1H9M16S","2d","hd",FALSE,TRUE,"rectangular"
"1997","WtftZPL-k7Y","PT50M20S","2d","hd",FALSE,TRUE,"rectangular"
"1998","2eUDm2_ZSwc","PT3M12S","2d","hd",FALSE,FALSE,"rectangular"
"1999","KH618UYl7hg","PT6M30S","2d","hd",FALSE,TRUE,"rectangular"
"2000","zDaUwkfoH_g","PT3M56S","2d","hd",TRUE,FALSE,"rectangular"
"2001","xsfT-qiJkv0","PT35M20S","2d","hd",FALSE,TRUE,"rectangular"
"2002","mKr7ThMib2w","PT2M6S","2d","hd",TRUE,TRUE,"rectangular"
"2003","pOWq8Y15WNY","PT3M47S","2d","hd",TRUE,TRUE,"rectangular"
"2004","Q8WIJGT9Qgg","PT4M53S","2d","hd",TRUE,TRUE,"rectangular"
"2005","e3-3cyMc4CY","PT12M21S","2d","hd",FALSE,FALSE,"rectangular"
"2006","QJMCXnWyicA","PT19M31S","2d","hd",FALSE,TRUE,"rectangular"
"2007","AmXb2s1_UWo","PT5M53S","2d","hd",TRUE,TRUE,"rectangular"
"2008","lJkm7GbmFv4","PT12M49S","2d","hd",FALSE,TRUE,"rectangular"
"2009","nyo23FlIbHg","PT11M46S","2d","hd",FALSE,TRUE,"rectangular"
"2010","FUzXVjYQ-W4","PT44M59S","2d","hd",TRUE,TRUE,"rectangular"
"2011","-4469zeATws","PT10M33S","2d","hd",FALSE,TRUE,"rectangular"
"2012","8wLHrMXJoEM","PT1H28M1S","2d","hd",FALSE,TRUE,"rectangular"
"2013","5wKYV-9Tq1o","PT9M44S","2d","hd",TRUE,TRUE,"rectangular"
"2014","p7CsTuHv5As","PT11M1S","2d","hd",TRUE,TRUE,"rectangular"
"2015","6gnCcJ-vqt4","PT18M54S","2d","hd",FALSE,TRUE,"rectangular"
"2016","Qzj8CfZ4RXo","PT47S","2d","hd",TRUE,TRUE,"rectangular"
"2017","YAogCl58WBw","PT5M22S","2d","hd",FALSE,TRUE,"rectangular"
"2018","8wvsCaXT5eI","PT16S","2d","hd",TRUE,TRUE,"rectangular"
"2019","1y17kE-Y1mo","PT2H14M48S","2d","sd",FALSE,TRUE,"rectangular"
"2020","Vg4N0wUeUWo","PT6M25S","2d","hd",TRUE,TRUE,"rectangular"
"2021","OT_i_jPynPQ","PT2M37S","2d","hd",FALSE,TRUE,"rectangular"
"2022","jnDd6gqtxOU","PT11M36S","2d","hd",FALSE,TRUE,"rectangular"
"2023","T5jQuJfZaJU","PT1H19M53S","2d","hd",FALSE,TRUE,"rectangular"
"2024","VzZcIKIsAxE","PT4M7S","2d","hd",FALSE,TRUE,"rectangular"
"2025","IofKxoLdWW8","PT1M19S","2d","hd",FALSE,FALSE,"rectangular"
"2026","j9-M4fSrTEg","PT6M15S","2d","hd",FALSE,TRUE,"rectangular"
"2027","R6WAt_eMBbg","PT4M21S","2d","hd",FALSE,TRUE,"rectangular"
"2028","supVs9ycy_0","PT11M28S","2d","hd",FALSE,TRUE,"rectangular"
"2029","lQbd8jqQdeI","PT39M3S","2d","hd",FALSE,TRUE,"rectangular"
"2030","qSVFwv1Albo","PT1M32S","2d","hd",FALSE,TRUE,"rectangular"
"2031","Kf1owfS-GM8","PT8M33S","2d","hd",TRUE,TRUE,"rectangular"
"2032","QGh6lCop3aA","PT28M29S","2d","hd",FALSE,FALSE,"rectangular"
"2033","9_Ztk7_v87s","PT1M45S","2d","hd",FALSE,FALSE,"rectangular"
"2034","oNWScLy3Dus","PT2M25S","2d","hd",FALSE,TRUE,"rectangular"
"2035","VHHKTcWnnqo","PT10M5S","2d","hd",FALSE,TRUE,"rectangular"
"2036","yTTeGV3bApM","PT18M49S","2d","hd",FALSE,TRUE,"rectangular"
"2037","Unw_45QBxvs","PT3M55S","2d","hd",FALSE,FALSE,"rectangular"
"2038","lN1Yb0ahe4E","PT10M12S","2d","hd",FALSE,TRUE,"rectangular"
"2039","FlsCjmMhFmw","PT7M15S","2d","hd",TRUE,TRUE,"rectangular"
"2040","QbDuBTWrU-o","PT5M44S","2d","hd",TRUE,TRUE,"rectangular"
"2041","3OPGysCwyvo","PT6M59S","2d","hd",TRUE,TRUE,"rectangular"
"2042","fHWaKx5MnNc","PT5M11S","2d","hd",TRUE,TRUE,"rectangular"
"2043","aFXnqNid-aI","PT1H27M47S","2d","hd",FALSE,TRUE,"rectangular"
"2044","blgS56pESPk","PT2M58S","2d","hd",FALSE,TRUE,"rectangular"
"2045","olcrp1Ck7dc","PT2M55S","2d","hd",FALSE,FALSE,"rectangular"
"2046","B74dKMxfaCE","PT4M11S","2d","hd",TRUE,TRUE,"rectangular"
"2047","Gb0xyCUf7SE","PT4M7S","2d","hd",FALSE,FALSE,"rectangular"
"2048","mevO4I0f5lg","PT4M21S","2d","hd",FALSE,TRUE,"rectangular"
"2049","lqwRuzVx-Iw","PT33M17S","2d","hd",FALSE,TRUE,"rectangular"
"2050","lF728aHFA98","PT3M11S","2d","hd",FALSE,TRUE,"rectangular"
"2051","5DwQSuFSiVk","PT19M41S","2d","hd",FALSE,TRUE,"rectangular"
"2052","HJMGyq8j36A","PT4M28S","2d","hd",FALSE,TRUE,"rectangular"
"2053","Yp4AkGusRhA","PT47M26S","2d","hd",TRUE,TRUE,"rectangular"
"2054","EVVRqDMS3to","PT4M58S","2d","hd",FALSE,TRUE,"rectangular"
"2055","xhybjeRciYg","PT9M54S","2d","hd",FALSE,TRUE,"rectangular"
"2056","kYJFCHTS9cA","PT10M35S","2d","hd",FALSE,FALSE,"rectangular"
"2057","Hk5bgB77VHM","PT1H1M23S","2d","hd",FALSE,TRUE,"rectangular"
"2058","rBWhi5da-io","PT12M6S","2d","hd",FALSE,FALSE,"rectangular"
