"","chunk_vid_id","chunk_vid_duration","chunk_vid_dimention","chunk_vid_definition","chunk_vid_caption","chunk_vid_licensedContent","chunk_vid_projection"
"14753","lT-wFK4SgJc","PT4H13M3S","2d","hd",TRUE,TRUE,"rectangular"
"14754","u2-ACwHEVmQ","PT1M38S","2d","sd",TRUE,FALSE,"rectangular"
"14755","AnU2p6Maw6w","PT6M35S","2d","hd",FALSE,TRUE,"rectangular"
"14756","84XbqptJD9k","PT8M39S","2d","hd",FALSE,TRUE,"rectangular"
"14757","WJ_9PSzvroo","PT13M46S","2d","hd",FALSE,TRUE,"rectangular"
"14758","q1fZfG2b1c4","PT1H54M50S","2d","sd",FALSE,TRUE,"rectangular"
"14759","PcuRZ3WACBU","PT2M51S","2d","hd",TRUE,TRUE,"rectangular"
"14760","RQhIu6qZKco","PT16M18S","2d","hd",TRUE,TRUE,"rectangular"
"14761","JFCWmQD1jms","PT3M13S","2d","hd",TRUE,TRUE,"rectangular"
"14762","kzk4SId9Ab0","PT13M3S","2d","hd",FALSE,TRUE,"rectangular"
"14763","API_sR_IpbE","PT4M58S","2d","hd",TRUE,TRUE,"rectangular"
"14764","_XyBa8QsVQU","PT3M54S","2d","hd",TRUE,TRUE,"rectangular"
"14765","#NAME?","PT10M22S","2d","hd",TRUE,TRUE,"rectangular"
"14766","9AOp3V1xgps","PT8M42S","2d","hd",FALSE,TRUE,"rectangular"
"14767","6044all0Nv8","PT14M40S","2d","hd",TRUE,TRUE,"rectangular"
"14768","S5CKjCW9dJw","PT3M17S","2d","hd",TRUE,TRUE,"rectangular"
"14769","wrYLKbVtL5o","PT5M4S","2d","hd",FALSE,TRUE,"rectangular"
"14770","BbZwk1FZ4XE","PT3M5S","2d","hd",FALSE,TRUE,"rectangular"
"14771","KlS2oUD1msk","PT5M17S","2d","hd",TRUE,TRUE,"rectangular"
"14772","CrGC6WHAspY","PT2M50S","2d","hd",FALSE,TRUE,"rectangular"
"14773","9-r8D5bJiWM","PT10M1S","2d","hd",FALSE,TRUE,"rectangular"
"14774","CwW-_xj6lV4","PT18M54S","2d","sd",FALSE,TRUE,"rectangular"
"14775","ezwyg2Sr-Aw","PT6M4S","2d","hd",FALSE,TRUE,"rectangular"
"14776","#NAME?","PT23M40S","2d","hd",FALSE,TRUE,"rectangular"
"14777","Vm5vWpeZ1U4","PT2M59S","2d","hd",TRUE,TRUE,"rectangular"
"14778","DloLoFd3Qvw","PT7M14S","2d","hd",TRUE,TRUE,"rectangular"
"14779","NA8_pFRNMy4","PT7M29S","2d","hd",FALSE,TRUE,"rectangular"
"14780","v85-O2x9e7Q","PT56S","2d","hd",FALSE,TRUE,"rectangular"
"14781","UUkn-enk2RU","PT2M17S","2d","hd",FALSE,TRUE,"rectangular"
"14782","zxwfDlhJIpw","PT1H45M6S","2d","hd",FALSE,TRUE,"rectangular"
"14783","s_M4LkYra5k","PT3M14S","2d","hd",FALSE,TRUE,"rectangular"
"14784","tsp7IOr7Q9A","PT2M59S","2d","hd",TRUE,TRUE,"rectangular"
"14785","ZUSPD9zOyJs","PT4M59S","2d","hd",TRUE,TRUE,"rectangular"
"14786","5nMu3EmfUOo","PT3M53S","2d","hd",FALSE,TRUE,"rectangular"
"14787","i8gE20TW1n4","PT9M21S","2d","hd",TRUE,TRUE,"rectangular"
"14788","JZ2fRE_nkak","PT16M20S","2d","hd",FALSE,TRUE,"rectangular"
"14789","oRSm7DUvykk","PT9M39S","2d","hd",TRUE,TRUE,"rectangular"
"14790","fDRrqJU4-Tk","PT50S","2d","hd",TRUE,FALSE,"rectangular"
"14791","3rK4GKlJm60","PT5M9S","2d","hd",TRUE,TRUE,"rectangular"
"14792","edNTVABE1qY","PT10M22S","2d","hd",FALSE,TRUE,"rectangular"
"14793","ucVJrja8r6Q","PT4M8S","2d","hd",FALSE,TRUE,"rectangular"
"14794","KKoOIyhJwA4","PT4M23S","2d","hd",TRUE,TRUE,"rectangular"
"14795","NmgFS5ApQVM","PT11M15S","2d","hd",TRUE,TRUE,"rectangular"
"14796","knDEcS1y0Lg","PT10M10S","2d","hd",TRUE,TRUE,"rectangular"
"14797","Pqfs9Ksn4CI","PT10M6S","2d","hd",TRUE,TRUE,"rectangular"
"14798","23ILq4uxd-w","PT3M2S","2d","hd",TRUE,TRUE,"rectangular"
"14799","fDOQ1eAdF9o","PT11M47S","2d","hd",TRUE,TRUE,"rectangular"
"14800","g2EPIs4RH4M","PT47M21S","2d","hd",FALSE,TRUE,"rectangular"
"14801","A81iC9HQLkk","PT4M57S","2d","hd",FALSE,TRUE,"rectangular"
"14802","QTHrWtkQ8U8","PT44M22S","2d","hd",TRUE,TRUE,"rectangular"
"14803","W86CyDBrDjE","PT13M23S","2d","hd",TRUE,TRUE,"rectangular"
"14804","1XY8dPnIORc","PT4M33S","2d","hd",TRUE,TRUE,"rectangular"
"14805","whz9bafVvFE","PT1M41S","2d","hd",FALSE,TRUE,"rectangular"
"14806","4vY_HsPmIX4","PT2M22S","2d","hd",FALSE,TRUE,"rectangular"
"14807","Fk9LLmBN8nQ","PT8M56S","2d","hd",TRUE,TRUE,"rectangular"
"14808","7wavUI8EnaU","PT22S","2d","hd",TRUE,FALSE,"rectangular"
"14809","JpyqWDC-Dho","PT6M21S","2d","hd",TRUE,TRUE,"rectangular"
"14810","9tjSk05-kaY","PT2M48S","2d","hd",FALSE,TRUE,"rectangular"
"14811","_Ng7XrIFaqk","PT2M9S","2d","hd",FALSE,TRUE,"rectangular"
"14812","S2l1j-zkTF8","PT49M42S","2d","hd",FALSE,TRUE,"rectangular"
"14813","g_SIPWSJIiU","PT28S","2d","hd",FALSE,FALSE,"rectangular"
"14814","M6hcCXjbvPc","PT16M54S","2d","hd",FALSE,TRUE,"rectangular"
"14815","r8alXrRsUuY","PT9M35S","2d","hd",TRUE,FALSE,"rectangular"
"14816","RWFdAgFRDfI","PT1M59S","2d","hd",FALSE,TRUE,"rectangular"
"14817","HWDELTsAZOg","PT21M39S","2d","hd",FALSE,TRUE,"rectangular"
"14818","#NAME?","PT3M44S","2d","hd",TRUE,TRUE,"rectangular"
"14819","PFpWRRUjXEU","PT2M29S","2d","hd",FALSE,TRUE,"rectangular"
"14820","eDLX-QlrA18","PT1M1S","2d","hd",FALSE,FALSE,"rectangular"
"14821","xDky0drSTG0","PT1M13S","2d","hd",TRUE,TRUE,"rectangular"
"14822","YI2Rm4LNPJM","PT32S","2d","hd",FALSE,TRUE,"rectangular"
"14823","yZaA85xSfOE","PT44M30S","2d","hd",FALSE,TRUE,"rectangular"
"14824","2Vp0J_nH41c","PT14M52S","2d","hd",TRUE,TRUE,"rectangular"
"14825","NCR9CWj4fRo","PT30S","2d","hd",FALSE,FALSE,"rectangular"
"14826","MVLUdhIEQQQ","PT51M5S","2d","hd",FALSE,TRUE,"rectangular"
"14827","VYFdu7Xo5Uc","PT3M29S","2d","hd",TRUE,TRUE,"rectangular"
"14828","NJF604CUqzI","PT16M47S","2d","hd",FALSE,TRUE,"rectangular"
"14829","84LAkIevfZk","PT9M36S","2d","hd",FALSE,TRUE,"rectangular"
"14830","PMEkmiQP5bg","PT4M6S","2d","hd",FALSE,TRUE,"rectangular"
"14831","GoMo2YVvpfo","PT31M45S","2d","hd",FALSE,TRUE,"rectangular"
"14832","Gwi_UN-w0x8","PT13M27S","2d","hd",FALSE,TRUE,"rectangular"
"14833","OAbAFgheKRk","PT1H49M52S","2d","hd",FALSE,TRUE,"rectangular"
"14834","J_YhrnhgYyc","PT1M47S","2d","hd",FALSE,TRUE,"rectangular"
"14835","pX8nN7e6E0w","PT4M47S","2d","hd",FALSE,TRUE,"rectangular"
"14836","RWwl36NE8Dg","PT15M26S","2d","hd",FALSE,FALSE,"rectangular"
"14837","ZUmof5JNCVI","PT23M22S","2d","hd",TRUE,TRUE,"rectangular"
"14838","_a25UAetW-o","PT4M39S","2d","hd",FALSE,TRUE,"rectangular"
"14839","o_QR7ptPuP8","PT10M24S","2d","hd",FALSE,TRUE,"rectangular"
"14840","0J5o-gCzlZw","PT49M48S","2d","hd",FALSE,TRUE,"rectangular"
"14841","7R8qRF0f68U","PT3M43S","2d","hd",FALSE,FALSE,"rectangular"
"14842","rVDKa3lY8To","PT10M3S","2d","hd",FALSE,TRUE,"rectangular"
"14843","Ef5yD5l93k4","PT5M41S","2d","hd",TRUE,FALSE,"rectangular"
"14844","8UJ0DjBQOMU","PT7M16S","2d","hd",FALSE,FALSE,"rectangular"
"14845","Efzq0EiFJBM","PT2M48S","2d","hd",TRUE,TRUE,"rectangular"
"14846","2zC5AL7KJM8","PT14M46S","2d","hd",FALSE,TRUE,"rectangular"
"14847","o4zrhUqWQuY","PT5M38S","2d","hd",FALSE,TRUE,"rectangular"
"14848","3aSIX8SZo-I","PT9M19S","2d","hd",FALSE,TRUE,"rectangular"
"14849","PgRpXIfNrwQ","PT12M46S","2d","hd",TRUE,TRUE,"rectangular"
"14850","AFbIFS9PkvY","PT3M37S","2d","hd",FALSE,TRUE,"rectangular"
"14851","v4AprNac91E","PT10M10S","2d","sd",FALSE,FALSE,"rectangular"
"14852","hQe4R9cSmtE","PT35M15S","2d","hd",FALSE,TRUE,"rectangular"
"14853","AWm3n3PJfzw","PT5M45S","2d","hd",FALSE,TRUE,"rectangular"
"14854","3gsw36ZryqM","PT1H53M12S","2d","hd",FALSE,FALSE,"rectangular"
"14855","N_eDbShzO8Y","PT4M46S","2d","hd",TRUE,TRUE,"rectangular"
"14856","mdALdHgqozM","PT2M51S","2d","hd",FALSE,TRUE,"rectangular"
"14857","CbPnSy8OmvQ","PT1H55M44S","2d","sd",FALSE,TRUE,"rectangular"
"14858","vOHPXy3UXJY","PT5M1S","2d","hd",FALSE,TRUE,"rectangular"
"14859","pbzDC2vH9oI","PT3M52S","2d","hd",FALSE,TRUE,"rectangular"
"14860","5TkalDZ7mtI","PT7M55S","2d","hd",FALSE,TRUE,"rectangular"
"14861","jiAXOEnDu6o","PT41S","2d","hd",FALSE,TRUE,"rectangular"
"14862","Lx2kuVsWQwo","PT6M14S","2d","hd",FALSE,TRUE,"rectangular"
"14863","ohbxjxR3Nyo","PT6M50S","2d","hd",FALSE,TRUE,"rectangular"
"14864","aEq08BWoEyg","PT3M20S","2d","hd",TRUE,TRUE,"rectangular"
"14865","fbbaFFpUMDY","PT6M4S","2d","hd",TRUE,TRUE,"rectangular"
"14866","g1_IekwasXo","PT3M40S","2d","hd",FALSE,TRUE,"rectangular"
"14867","aquheWlDsbc","PT9M1S","2d","hd",FALSE,TRUE,"rectangular"
"14868","KLTispqdAHg","PT2M4S","2d","hd",FALSE,TRUE,"rectangular"
"14869","H-ras0h6Cbo","PT43M45S","2d","hd",FALSE,TRUE,"rectangular"
"14870","pyO1kGmsQpU","PT12M46S","2d","hd",FALSE,TRUE,"rectangular"
"14871","5VEvuGLguvM","PT9M","2d","hd",FALSE,TRUE,"rectangular"
"14872","m8Dqg8iz5Fo","PT17M40S","2d","hd",TRUE,TRUE,"rectangular"
"14873","xffS8n-M0Jg","PT5M33S","2d","hd",TRUE,TRUE,"rectangular"
"14874","ZwnKDXvzI-I","PT10M45S","2d","hd",FALSE,TRUE,"rectangular"
"14875","odxnfu0Bprw","PT19M30S","2d","hd",FALSE,TRUE,"rectangular"
"14876","M1f9u-v3pmE","PT5M","2d","hd",FALSE,TRUE,"rectangular"
"14877","hYOa56nwx5Y","PT2M55S","2d","hd",TRUE,TRUE,"rectangular"
"14878","4nqJiBRNQuw","PT18M57S","2d","hd",TRUE,TRUE,"rectangular"
"14879","IeA7lvC1ego","PT12M15S","2d","hd",FALSE,TRUE,"rectangular"
"14880","RECFTvCXhPk","PT5M16S","2d","hd",FALSE,TRUE,"rectangular"
"14881","pF3YAu0peCk","PT43M13S","2d","hd",FALSE,FALSE,"rectangular"
"14882","xzHJ2aZR6e4","PT4M38S","2d","hd",FALSE,FALSE,"rectangular"
"14883","2z870cifG_A","PT4M26S","2d","hd",TRUE,FALSE,"rectangular"
"14884","OAGfx7eB3gA","PT6M54S","2d","hd",TRUE,TRUE,"rectangular"
"14885","HbYhXMY3VV8","PT15M6S","2d","hd",FALSE,TRUE,"rectangular"
"14886","FaARGp33Owo","PT48M14S","2d","hd",FALSE,TRUE,"rectangular"
"14887","tGMk5Y_puFE","PT3M15S","2d","hd",FALSE,FALSE,"rectangular"
"14888","YyUfGEthdZI","PT4M47S","2d","hd",FALSE,TRUE,"rectangular"
"14889","NaY91YjVbEM","PT5M29S","2d","hd",TRUE,TRUE,"rectangular"
"14890","NICK8lK3LGA","PT10M14S","2d","hd",TRUE,TRUE,"rectangular"
"14891","DbYe6U9Dljk","PT18M32S","2d","hd",TRUE,TRUE,"rectangular"
"14892","RrJDemmXpFI","PT10M4S","2d","hd",TRUE,TRUE,"rectangular"
"14893","tcaw6lzYt1Q","PT3M5S","2d","hd",FALSE,TRUE,"rectangular"
"14894","bFCVXPTJt_4","PT4M3S","2d","hd",FALSE,TRUE,"rectangular"
"14895","_rB36UGoP4Y","PT27M29S","2d","hd",TRUE,TRUE,"rectangular"
"14896","_YCEqYyRKqw","PT11S","2d","hd",FALSE,FALSE,"rectangular"
"14897","B2UneoHtedM","PT10M7S","2d","hd",FALSE,TRUE,"rectangular"
"14898","1E9j4689ZWQ","PT2M50S","2d","hd",FALSE,TRUE,"rectangular"
"14899","2y_C2KvVw1M","PT4M34S","2d","hd",TRUE,TRUE,"rectangular"
"14900","r-luQokOiBw","PT6M1S","2d","hd",FALSE,TRUE,"rectangular"
"14901","LLvAGwIJzvs","PT8M45S","2d","hd",TRUE,TRUE,"rectangular"
"14902","PEoZLGHKvy8","PT7M55S","2d","hd",TRUE,TRUE,"rectangular"
"14903","ktjv9D5aZQg","PT21M27S","2d","hd",TRUE,TRUE,"rectangular"
"14904","U0z-x5O_Jpw","PT4M5S","2d","hd",TRUE,TRUE,"rectangular"
"14905","Gz2jiVCakJY","PT5M38S","2d","hd",FALSE,TRUE,"rectangular"
"14906","h2UfM0knMKw","PT45M24S","2d","hd",TRUE,TRUE,"rectangular"
"14907","Nyp6265ep9w","PT22M25S","2d","hd",FALSE,TRUE,"rectangular"
"14908","DkeiKbqa02g","PT3M44S","2d","hd",FALSE,TRUE,"rectangular"
"14909","F_ua1N-VLZQ","PT3M52S","2d","hd",FALSE,TRUE,"rectangular"
"14910","E2qtPth2W6w","PT13M21S","2d","hd",TRUE,TRUE,"rectangular"
"14911","B7mNS5ygvAQ","PT12M36S","2d","hd",FALSE,TRUE,"rectangular"
"14912","TLNnFWX6pmU","PT46M23S","2d","hd",FALSE,TRUE,"rectangular"
"14913","LSEsYxg12wk","PT6M41S","2d","hd",FALSE,TRUE,"rectangular"
"14914","ObyEoWBYk0g","PT2M17S","2d","hd",FALSE,FALSE,"rectangular"
"14915","Uk6DChXHNJA","PT16M3S","2d","hd",TRUE,TRUE,"rectangular"
"14916","Roqs39twX2Y","PT18M36S","2d","hd",TRUE,TRUE,"rectangular"
"14917","BEePFpC9qG8","PT2M11S","2d","hd",FALSE,FALSE,"360"
"14918","#NAME?","PT24M9S","2d","hd",FALSE,TRUE,"rectangular"
"14919","l0hMNP6_ZR4","PT21M4S","2d","hd",TRUE,TRUE,"rectangular"
"14920","1FBDbOl59jA","PT13M41S","2d","hd",FALSE,TRUE,"rectangular"
"14921","5erNfVKerHs","PT3M5S","2d","hd",TRUE,TRUE,"rectangular"
"14922","nQICjaXhwM0","PT34S","2d","hd",FALSE,TRUE,"rectangular"
"14923","XlSP9-zxT8A","PT13M22S","2d","hd",FALSE,FALSE,"rectangular"
"14924","a88tDR51JUQ","PT6M8S","2d","hd",FALSE,TRUE,"rectangular"
"14925","B96h4SJpH7Q","PT18M10S","2d","hd",TRUE,TRUE,"rectangular"
"14926","_wNZbgBPz1Q","PT7M33S","2d","hd",FALSE,TRUE,"rectangular"
"14927","u_yFsOfEAjM","PT7M14S","2d","hd",FALSE,TRUE,"rectangular"
"14928","hvFbmImsCc4","PT8M6S","2d","hd",FALSE,TRUE,"rectangular"
"14929","aWSQhP_ukD4","PT1H49M50S","2d","hd",FALSE,TRUE,"rectangular"
"14930","EbSOKsFHwU8","PT2M21S","2d","hd",FALSE,TRUE,"rectangular"
"14931","kP8ZJPU0AkY","PT2M50S","2d","hd",FALSE,TRUE,"rectangular"
"14932","VUJLOlGN1TE","PT15M36S","2d","hd",TRUE,TRUE,"rectangular"
"14933","x_92C-SQZ0o","PT10M38S","2d","hd",FALSE,TRUE,"rectangular"
"14934","bx1czYoFRes","PT3M8S","2d","hd",TRUE,TRUE,"rectangular"
"14935","1kllbOrLfoo","PT5M23S","2d","hd",FALSE,TRUE,"rectangular"
"14936","raWomBGbxfs","PT5M51S","2d","hd",FALSE,TRUE,"rectangular"
"14937","oTTRs-eLa1U","PT19M28S","2d","hd",FALSE,TRUE,"rectangular"
"14938","_PgWto3hJhE","PT14M8S","2d","hd",TRUE,TRUE,"rectangular"
"14939","Ej9hjQvaPAk","PT12M4S","2d","hd",FALSE,TRUE,"rectangular"
"14940","x7HzXlEGaMo","PT10M30S","2d","hd",TRUE,TRUE,"rectangular"
"14941","6OkByoPMOo8","PT1M41S","2d","hd",FALSE,TRUE,"rectangular"
"14942","eAnWK4D0_Ks","PT5M30S","2d","hd",FALSE,TRUE,"rectangular"
"14943","21gbLE2USJ0","PT35M11S","2d","hd",FALSE,TRUE,"rectangular"
"14944","4xOeGLG4GZ8","PT8M27S","2d","hd",FALSE,TRUE,"rectangular"
"14945","SvkE6DZz9Tg","PT18M29S","2d","hd",FALSE,TRUE,"rectangular"
"14946","RNNFfDqKH1w","PT31M50S","2d","hd",FALSE,TRUE,"rectangular"
"14947","1Ui_nkYR7Y0","PT19M2S","2d","hd",FALSE,TRUE,"rectangular"
"14948","EWKh5wkFzHw","PT21M53S","2d","hd",FALSE,TRUE,"rectangular"
"14949","SRodBfxrzuI","PT3M25S","2d","hd",FALSE,TRUE,"rectangular"
"14950","8FaEylcEAik","PT25M11S","2d","hd",FALSE,TRUE,"rectangular"
"14951","#NAME?","PT13M","2d","hd",FALSE,TRUE,"rectangular"
"14952","TmlQ0plngXU","PT7M37S","2d","hd",TRUE,TRUE,"rectangular"
"14953","#NAME?","PT1H24M54S","2d","hd",FALSE,TRUE,"rectangular"
"14954","p2cerGTLkdc","PT5M47S","2d","hd",FALSE,TRUE,"rectangular"
"14955","lBraYvycs-Q","PT31M13S","2d","hd",FALSE,FALSE,"rectangular"
"14956","yUTzmkHAMp8","PT16M18S","2d","hd",FALSE,TRUE,"rectangular"
"14957","pesRlYUi4jk","PT1M41S","2d","hd",FALSE,TRUE,"rectangular"
"14958","S0rOgykSjDo","PT1H4M28S","2d","hd",FALSE,TRUE,"rectangular"
"14959","ca6fuwmrNUw","PT16M31S","2d","hd",TRUE,FALSE,"rectangular"
"14960","pVfJbOZShu8","PT16M52S","2d","sd",FALSE,TRUE,"rectangular"
"14961","v0xBdIyNijk","PT3M10S","2d","hd",FALSE,TRUE,"rectangular"
"14962","vrIL_HZiJ_k","PT17M58S","2d","hd",TRUE,TRUE,"rectangular"
"14963","8ktvlMD-O8M","PT2H1M28S","2d","sd",FALSE,TRUE,"rectangular"
"14964","oF7FR7TjnME","PT1M22S","2d","hd",FALSE,FALSE,"rectangular"
"14965","xU-3Zdei1N0","PT15M21S","2d","hd",FALSE,TRUE,"rectangular"
"14966","F6HVgrg92Rs","PT9M52S","2d","hd",FALSE,TRUE,"rectangular"
"14967","au_Ab4TP6lo","PT3M","2d","hd",FALSE,FALSE,"rectangular"
"14968","YKISULHWs3k","PT29M7S","2d","hd",FALSE,TRUE,"rectangular"
"14969","ymzhTiAMeWo","PT4M35S","2d","hd",FALSE,TRUE,"rectangular"
"14970","IbBSbdcTV7Y","PT17M59S","2d","hd",TRUE,TRUE,"rectangular"
"14971","Y2XmjV1aPFw","PT50S","2d","hd",FALSE,TRUE,"rectangular"
"14972","7M8iTGpRibM","PT1M33S","2d","hd",FALSE,TRUE,"rectangular"
"14973","IVkTqtsXWtQ","PT2M28S","2d","hd",FALSE,TRUE,"rectangular"
"14974","D7wmMZmMinM","PT10M35S","2d","hd",FALSE,TRUE,"rectangular"
"14975","aWIsQ3aTV54","PT3M11S","2d","hd",FALSE,TRUE,"rectangular"
"14976","kDZDYgaonjo","PT8M52S","2d","hd",TRUE,TRUE,"rectangular"
"14977","EUahP1bE-j0","PT21M10S","2d","hd",FALSE,TRUE,"rectangular"
"14978","vdFZdgfgmUo","PT16M13S","2d","hd",FALSE,TRUE,"rectangular"
"14979","1Jz39i9RJ-k","PT41S","2d","hd",FALSE,TRUE,"rectangular"
"14980","z_pzlfL4-II","PT2M7S","2d","hd",FALSE,FALSE,"rectangular"
"14981","VVxBhKhYyY8","PT7M3S","2d","hd",FALSE,FALSE,"rectangular"
"14982","LRF5QkqLSSw","PT1H40M19S","2d","hd",FALSE,TRUE,"rectangular"
"14983","CheK8uFiW2Y","PT39M29S","2d","hd",FALSE,TRUE,"rectangular"
"14984","veM423POiU8","PT2H28M58S","2d","hd",TRUE,TRUE,"rectangular"
"14985","Im2xy2aNnzs","PT21M48S","2d","hd",FALSE,TRUE,"rectangular"
"14986","L75Y1UT4Tgc","PT15M48S","2d","hd",FALSE,TRUE,"rectangular"
"14987","kZYKnREz9Vo","PT10M7S","2d","hd",FALSE,TRUE,"rectangular"
"14988","CX11yw6YL1w","PT3M54S","2d","hd",FALSE,TRUE,"rectangular"
"14989","DSRSgMp5X1w","PT4M7S","2d","hd",FALSE,TRUE,"rectangular"
"14990","6WIQPLl82ik","PT4M16S","2d","hd",FALSE,TRUE,"rectangular"
"14991","tJfDBSWYqU8","PT2M22S","2d","hd",FALSE,TRUE,"rectangular"
"14992","5Jtvv7vQxIA","PT13M26S","2d","hd",TRUE,TRUE,"rectangular"
"14993","sqFVrfinlYk","PT10M12S","2d","hd",TRUE,TRUE,"rectangular"
"14994","1Q9sv9OkQBk","PT26M22S","2d","hd",FALSE,TRUE,"rectangular"
"14995","vLNXXNCAHY4","PT6M35S","2d","hd",TRUE,TRUE,"rectangular"
"14996","dARAN1z2KqY","PT4M51S","2d","hd",FALSE,TRUE,"rectangular"
"14997","ChuAQZWhJyQ","PT8M5S","2d","hd",FALSE,TRUE,"rectangular"
"14998","u0feM_2mLvo","PT9M46S","2d","hd",TRUE,TRUE,"rectangular"
"14999","Uh3TZMoN7OU","PT21M43S","2d","hd",FALSE,TRUE,"rectangular"
"15000","tOfBPDkqdvk","PT21S","2d","hd",FALSE,TRUE,"rectangular"
"15001","LCK5VEyQBmM","PT17M31S","2d","hd",TRUE,TRUE,"rectangular"
"15002","LUwj1-1-M1Q","PT1M22S","2d","hd",FALSE,TRUE,"rectangular"
"15003","xDc_LoTMEL4","PT14M47S","2d","hd",TRUE,TRUE,"rectangular"
"15004","Ab7wBY666vY","PT3M12S","2d","hd",FALSE,TRUE,"rectangular"
"15005","KONe4SNFA64","PT10M29S","2d","hd",FALSE,TRUE,"rectangular"
"15006","sitxg0Lcz6s","PT3M38S","2d","hd",TRUE,TRUE,"rectangular"
"15007","UiCyXpDsk5M","PT15M24S","2d","hd",FALSE,TRUE,"rectangular"
"15008","NJSnAt1SMMM","PT6M28S","2d","hd",TRUE,TRUE,"rectangular"
"15009","5GHXEGz3PJg","PT4M32S","2d","hd",TRUE,TRUE,"rectangular"
"15010","pOQWW145Kd8","PT10M37S","2d","hd",TRUE,TRUE,"rectangular"
"15011","35GMuSbNav0","PT5M24S","2d","hd",FALSE,TRUE,"rectangular"
"15012","1D1STln0NiM","PT22M12S","2d","hd",FALSE,TRUE,"rectangular"
"15013","uzrxSb7VWe0","PT4M10S","2d","hd",FALSE,TRUE,"rectangular"
"15014","3owpHUbyvzc","PT4M25S","2d","hd",TRUE,TRUE,"rectangular"
"15015","OdGs5MVwJfk","PT44M35S","2d","hd",FALSE,TRUE,"rectangular"
"15016","obqj4wkwgv8","PT9M41S","2d","hd",TRUE,FALSE,"rectangular"
"15017","s1kSRMpxFhg","PT40S","2d","hd",TRUE,FALSE,"rectangular"
"15018","rxmtHVSVjdo","PT3M46S","2d","hd",FALSE,TRUE,"rectangular"
"15019","1emyPmar0Yo","PT10M47S","2d","hd",FALSE,TRUE,"rectangular"
"15020","5orrZxSjLQA","PT3M5S","2d","hd",FALSE,TRUE,"rectangular"
"15021","JMS0a_mxgeA","PT5M","2d","hd",TRUE,TRUE,"rectangular"
"15022","bXoEPINunzk","PT21M31S","2d","hd",FALSE,TRUE,"rectangular"
"15023","mo78xn-6hRg","PT3M23S","2d","hd",FALSE,TRUE,"rectangular"
"15024","fj_UklR1Kz8","PT2M34S","2d","hd",FALSE,TRUE,"rectangular"
"15025","tcgNXuicVNw","PT7M15S","2d","hd",FALSE,TRUE,"rectangular"
"15026","wtItjwLSEU0","PT11M51S","2d","hd",FALSE,TRUE,"rectangular"
"15027","yLfRPT5sEEI","PT22M42S","2d","hd",FALSE,TRUE,"rectangular"
"15028","L_GH3FzKLlk","PT13M18S","2d","hd",FALSE,TRUE,"rectangular"
"15029","SPpBVB8cuPg","PT7M28S","2d","hd",TRUE,TRUE,"rectangular"
"15030","SsZtA9pOB4g","PT22M3S","2d","hd",FALSE,TRUE,"rectangular"
"15031","Kj-AtSIFwcE","PT1H59M10S","2d","sd",FALSE,TRUE,"rectangular"
"15032","qnR8rFPsIqk","PT2M36S","2d","hd",TRUE,TRUE,"rectangular"
"15033","m5Ro5SD2C9Q","PT1M56S","2d","hd",FALSE,TRUE,"rectangular"
"15034","6wixAPZKR7s","PT13M21S","2d","hd",FALSE,TRUE,"rectangular"
"15035","3-IEuxIRl5s","PT10M23S","2d","hd",FALSE,TRUE,"rectangular"
"15036","Bs-Hr-gEJAU","PT3M11S","2d","hd",TRUE,TRUE,"rectangular"
"15037","jdXjerxt6vQ","PT7M28S","2d","hd",FALSE,TRUE,"rectangular"
"15038","uefLpz66eJg","PT13M57S","2d","hd",TRUE,TRUE,"rectangular"
"15039","0JfzRLNTG9Q","PT7M56S","2d","hd",TRUE,TRUE,"rectangular"
"15040","ah_u9Yzyilk","PT2H33M49S","2d","hd",FALSE,TRUE,"rectangular"
"15041","bcmJ5u4Ord0","PT2M53S","2d","hd",TRUE,TRUE,"rectangular"
"15042","SKexLz5QRN0","PT3M52S","2d","hd",FALSE,TRUE,"rectangular"
"15043","zzVFyVNgtsc","PT11M7S","2d","hd",FALSE,TRUE,"rectangular"
"15044","ZmD9RkCJgDI","PT20M17S","2d","hd",TRUE,TRUE,"rectangular"
"15045","jy-eDZkhljg","PT14M12S","2d","hd",FALSE,TRUE,"rectangular"
"15046","CfSOKs6iZ54","PT36M10S","2d","hd",FALSE,TRUE,"rectangular"
"15047","94My_TRwWRQ","PT42M51S","2d","hd",FALSE,TRUE,"rectangular"
"15048","986e_jOx4qc","PT6M51S","2d","hd",FALSE,TRUE,"rectangular"
"15049","JZT8R1pkNW4","PT31M5S","2d","hd",TRUE,FALSE,"rectangular"
"15050","YUIYH8KSt4k","PT41M33S","2d","hd",TRUE,TRUE,"rectangular"
"15051","_-PikiF8I-Y","PT17M8S","2d","hd",FALSE,TRUE,"rectangular"
"15052","gfIrR7k2JNw","PT9M5S","2d","hd",TRUE,TRUE,"rectangular"
"15053","ALzHBOnQOC0","PT49S","2d","hd",FALSE,TRUE,"rectangular"
"15054","0_Ay0zBns1w","PT3M11S","2d","hd",FALSE,FALSE,"rectangular"
"15055","#NAME?","PT7M32S","2d","hd",FALSE,TRUE,"rectangular"
"15056","zpSeYidciC4","PT1H20M16S","2d","hd",FALSE,TRUE,"rectangular"
"15057","XzByC_5nK_4","PT7M14S","2d","hd",TRUE,TRUE,"rectangular"
